mms_id,dlxs_id,alma_value,dlxs_value
990012672820106381,AFK2830.0001.026,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.027,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.028,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.029,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.003,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.030,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.031,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.032,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.033,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.034,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.035,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.038,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.039,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.004,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.040,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.041,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.042,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.043,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.044,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.045,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.046,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.047,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
990012672820106381,AFK2830.0001.048,"Blair, Emma Helen, 1851-1911."," Blair, Emma Helen, ed. d.1911."
